Respondent ID,Collector ID,Start Date,End Date,freq_use,role,training_instructor_led,training_web_based,training_read,no_training,training_effectiveness,explain_training_effectiveness,support_Gnet,support_inapplication,support_ref_doc,support_SOP,support_contacted,support_IT,explain_support,complete_without_help,explain_complete_without_help,easy_access_documents,explain_easy_access_documents,satisfaction,explain_satisfaction,Gvault_efficiency,explain_Gvault_efficiency,Gvault_improved,explain_Gvault_improved,functional_area,explain_functional_area,office_location,explain_office_location,job_level,explain_job_level,time_worked_Glead
11161520838,249459562,2019-11-20 17:22:20,2019-11-20 17:24:55,At least once a week,Consumer - Read Only,,,Read & Understood of Procedural Document(s),,Effective,,GNet,,,SOPs and Work Instructions,,,,Most of the time,,Yes,,Satisfied,,Decreased,,No,,Pharmaceutical Development and Manufacturing (PDM),,Alberta,,Individual Contributor,,>7 Years
11161506044,249459562,2019-11-20 17:07:56,2019-11-20 17:17:11,Daily,Reviewer / Approver,,Web/Computer Based,Read & Understood of Procedural Document(s),,Effective,,,In-Application (GVault),"Reference Document (User Manual, Reference Guide, Training Material, etc)",SOPs and Work Instructions,,,,Most of the time,,Yes,"yes, but needs a lot of filters applied",Satisfied,"Workflows were recently changed without additional training on the new workflows which led to some confusion. Version numbers on documents continues to be a source of confusion since day one as it's unclear when legacy document numbers/versions are to be used and when GVault references are to be used, especially across all Gilead sites as well as contract labs.    Satisfied because I didn't expect much more than what we have now.",No noticeable difference,I did not have the same role in GDocs and can not compare,Yes,searching is much faster in GVault.,Pharmaceutical Development and Manufacturing (PDM),,Foster City,,Individual Contributor,,5-7 years
11161484792,249459562,2019-11-20 17:03:07,2019-11-20 17:05:20,At least once a month,Not Sure,Instructor Led,Web/Computer Based,Read & Understood of Procedural Document(s),,Effective,,GNet,In-Application (GVault),"Reference Document (User Manual, Reference Guide, Training Material, etc)",,,,,Most of the time,,Yes,,Satisfied,,,,,,,,,,,,
11161482895,249459562,2019-11-20 16:58:08,2019-11-20 17:05:50,Daily,Owner / Author,,,Read & Understood of Procedural Document(s),,Effective,,,,,SOPs and Work Instructions,Contacted my Document Control or Training Group,,,Most of the time,,Yes,,Satisfied,,No noticeable difference,,Yes,,Other (please specify),QC Analytical Instruments Validation,San Dimas/La Verne,,Individual Contributor,,>7 Years
11161481590,249459562,2019-11-20 16:56:48,2019-11-20 17:04:23,Daily,Reviewer / Approver,Instructor Led,Web/Computer Based,Read & Understood of Procedural Document(s),,Effective,,,,,SOPs and Work Instructions,Contacted my Document Control or Training Group,,,Most of the time,,No,"mostly ok, but sometimes difficult to find documents without knowing legacy doc number or exact title. e.g. ""method validation work instruction"" doesn't give WRK-03559 as a hit",Satisfied,,No noticeable difference,,Yes,"features, yes = can see draft docs, less dependant on doc steward, but search functionality is less effective",Pharmaceutical Development and Manufacturing (PDM),,Alberta,,Manager / Group Leader,,>7 Years
11161481526,249459562,2019-11-20 17:01:43,2019-11-20 17:04:09,Daily,Owner / Author,Instructor Led,,Read & Understood of Procedural Document(s),,Not effective enough,,,,,,,IT Support / SPARC,,Most of the time,"Most of the time I revise a document, I need help.",No,,Satisfied,,No noticeable difference,,Yes,There's a periodic review capabilities,Pharmaceutical Development and Manufacturing (PDM),,San Dimas/La Verne,,Manager / Group Leader,,>7 Years
11161479297,249459562,2019-11-20 17:00:13,2019-11-20 17:02:59,At least once a week,Reviewer / Approver,Instructor Led,Web/Computer Based,Read & Understood of Procedural Document(s),,Effective,,,,,SOPs and Work Instructions,Contacted my Document Control or Training Group,IT Support / SPARC,,Most of the time,,Yes,,Satisfied,,Increased,,Yes,,Pharmaceutical Development and Manufacturing (PDM),,Foster City,,Manager / Group Leader,,5-7 years
11161474255,249459562,2019-11-20 16:55:56,2019-11-20 17:00:16,Daily,Reviewer / Approver,Instructor Led,Web/Computer Based,Read & Understood of Procedural Document(s),,Not effective enough,"The system is difficult to navigate and there aren't enough controls in place or training (ILC/Read & Understand) to guide users through the system.  Accessing forms is difficult and it isn't always clear whether a form is Word fillable or not.  It isn't apparent when a document is in Prereleased/In Revision states, making it easy for users to access the non-effective versions of documents/forms.",GNet,In-Application (GVault),"Reference Document (User Manual, Reference Guide, Training Material, etc)",SOPs and Work Instructions,Contacted my Document Control or Training Group,,,Some of the time,,No,It isn't easy to determine if a document is in Prereleased/In Revision states.  The grey bar indicating the steady state version is a color that blends into the background and not obvious enough to catch the user's eye.,Slightly Unsatisfied,,Decreased,,No,,Pharmaceutical Development and Manufacturing (PDM),,Oceanside,,Individual Contributor,,3-4 years
11161469846,249459562,2019-11-20 16:55:33,2019-11-20 16:58:10,Daily,Reviewer / Approver,Instructor Led,Web/Computer Based,Read & Understood of Procedural Document(s),,Not effective enough,"After go live has been fine, but ahead of go live was lengthy and useless.",,,,,,,colleauges,Most of the time,,Yes,,Slightly Unsatisfied,,Decreased,Capability higher but at a cost,No,Not being able to migrate document numbers is very poor;  use of track changes can be complete or incomplete.,Pharmaceutical Development and Manufacturing (PDM),,San Dimas/La Verne,,Other (please specify),decline to state,>7 Years
11161469105,249459562,2019-11-20 16:55:54,2019-11-20 16:57:41,Daily,Owner / Author,Instructor Led,Web/Computer Based,Read & Understood of Procedural Document(s),,Effective,,,,,SOPs and Work Instructions,,IT Support / SPARC,,Most of the time,,Yes,,Satisfied,,Increased,,Yes,,Other (please specify),Validation,Oceanside,,Individual Contributor,,1 to 2 years
11161469034,249459562,2019-11-20 16:55:19,2019-11-20 16:58:02,Daily,Owner / Author,,Web/Computer Based,,,Effective,,,,,,Contacted my Document Control or Training Group,,,Most of the time,,Yes,,Satisfied,,Increased,,Yes,,Pharmaceutical Development and Manufacturing (PDM),,Foster City,,Manager / Group Leader,,>7 Years
11161465052,249459562,2019-11-20 16:53:50,2019-11-20 16:55:19,Daily,Consumer - Read Only,Instructor Led,Web/Computer Based,Read & Understood of Procedural Document(s),,Effective,,,,,,Contacted my Document Control or Training Group,,,Most of the time,,Yes,,Satisfied,,No noticeable difference,,No,"I'm sure the functionality exists, but I don't know how to use it.",Pharmaceutical Development and Manufacturing (PDM),,San Dimas/La Verne,,Manager / Group Leader,,1 to 2 years
11161461620,249459562,2019-11-20 13:31:44,2019-11-20 16:53:39,Less than once a month,Consumer - Read Only,,,,I did not take training,I did not take training,,,In-Application (GVault),,,,,,Most of the time,,Yes,,Satisfied,,No noticeable difference,,Yes,,Information Technology (IT),,Foster City,,Individual Contributor,,Less than a year
11161398167,249459562,2019-11-20 16:17:18,2019-11-20 16:19:19,At least once a week,Consumer - Read Only,,Web/Computer Based,Read & Understood of Procedural Document(s),,Effective,,GNet,,,SOPs and Work Instructions,,,,Most of the time,,Yes,,Satisfied,,Increased,,Yes,,Research and Development (R&D),,Foster City,,Manager / Group Leader,,>7 Years
11161370389,249459562,2019-11-20 16:02:09,2019-11-20 16:06:00,At least once a week,Reviewer / Approver,,Web/Computer Based,Read & Understood of Procedural Document(s),,Effective,,GNet,In-Application (GVault),"Reference Document (User Manual, Reference Guide, Training Material, etc)",,,,,Most of the time,,Yes,,Satisfied,,Increased,,Yes,,Research and Development (R&D),,Other (please specify),Japan,Manager / Group Leader,,1 to 2 years
11161277713,249459562,2019-11-20 15:14:25,2019-11-20 15:19:57,Daily,Document Steward for a functional area,Instructor Led,Web/Computer Based,Read & Understood of Procedural Document(s),,Effective,,,,"Reference Document (User Manual, Reference Guide, Training Material, etc)",SOPs and Work Instructions,Contacted my Document Control or Training Group,,,All the time,,Yes,,Satisfied,,Increased,,Yes,,Pharmaceutical Development and Manufacturing (PDM),,Foster City,,Individual Contributor,,>7 Years
11161237622,249459562,2019-11-20 14:58:15,2019-11-20 15:00:57,Daily,Consumer - Read Only,,Web/Computer Based,Read & Understood of Procedural Document(s),,Effective,,,In-Application (GVault),,,,,,All the time,,Yes,,Satisfied,,,never used gdocs,,never used gdocs,Information Technology (IT),,Foster City,,Individual Contributor,,Less than a year
11161227818,249459562,2019-11-20 14:54:03,2019-11-20 14:56:38,Daily,Reviewer / Approver,Instructor Led,Web/Computer Based,Read & Understood of Procedural Document(s),,Effective,,GNet,In-Application (GVault),,SOPs and Work Instructions,Contacted my Document Control or Training Group,,,All the time,,Yes,,Very Satisfied,,Increased,,Yes,,Pharmaceutical Development and Manufacturing (PDM),,Foster City,,Individual Contributor,,3-4 years
11161210958,249459562,2019-11-20 14:44:08,2019-11-20 14:49:05,Daily,Owner / Author,Instructor Led,Web/Computer Based,Read & Understood of Procedural Document(s),,Effective,,GNet,,"Reference Document (User Manual, Reference Guide, Training Material, etc)",SOPs and Work Instructions,Contacted my Document Control or Training Group,,,Most of the time,,No,I am often unable to find the documents I want based on the GVault search system (have tried by both typing in relevant words and filtering).,Slightly Unsatisfied,"Searching for documents in GVault still leaves a lot to be desired. Additionally, I wish there is a way to cancel a routed workflow without contacting the doc steward (for example, if an incorrect approver was assigned, as far as I know, we aren't able to cancel the workflow to correct that mistake ourselves).",,,,,Pharmaceutical Development and Manufacturing (PDM),,Foster City,,Individual Contributor,,Less than a year
11161096908,249459562,2019-11-20 13:53:56,2019-11-20 14:05:36,At least once a week,Owner / Author,Instructor Led,Web/Computer Based,Read & Understood of Procedural Document(s),,Very effective,"The training attended in Cambridge, Instructor Led was very effective. However I had to complete a module via Web/Computer Based and it was very disappointing. It was not interactive, lost me by the time I reached first few slides. Later just ended up being tick box exercise.",,,,,Contacted my Document Control or Training Group,,I request support and help from QDTA team whenever needed. The support provided is excellent.,Most of the time,,Yes,"Using legacy number field helps a lot, however it is not always easy to find all the documents. Especially the documents that have been superseded. 'Superseded by' meta data is not always available.",Satisfied,Ability to add documents to cart and download them in one click is really useful feature to me.   Also binders are very useful tool.   Ability to search on metadata is very powerful.,Increased,Ability to add documents to cart and download them in one click is really useful feature to me.   Also binders are very useful tool.   Ability to search on metadata is very powerful and much better than GDocs,Yes,See comment in section 9  + Ability to notify if changes occur to a document is a unique functionality and very useful one.,Research and Development (R&D),,Cambridge,,Individual Contributor,,1 to 2 years
11160976065,249459562,2019-11-20 13:19:39,2019-11-20 13:21:02,At least once a week,Reviewer / Approver,Instructor Led,Web/Computer Based,,,Effective,,,,,,Contacted my Document Control or Training Group,,,Most of the time,,Yes,,Satisfied,,No noticeable difference,,No,,Pharmaceutical Development and Manufacturing (PDM),,Oceanside,,Director,,5-7 years
11160967845,249459562,2019-11-20 13:14:15,2019-11-20 13:18:08,At least once a week,Consumer - Read Only,Instructor Led,Web/Computer Based,Read & Understood of Procedural Document(s),,Effective,Its effective however I personally find it unclear at times.,,,,,Contacted my Document Control or Training Group,IT Support / SPARC,,Never,Submitting a document was impossible due to my account not letting me download the source content,No,Yes and no. It can be either easy or impossible. No real middle ground here.,Satisfied,Decent system.,No noticeable difference,,Yes,Never used Gdocs,Information Technology (IT),,San Dimas/La Verne,,Individual Contributor,,Less than a year
11160933337,249459562,2019-11-20 12:58:36,2019-11-20 13:06:39,At least once a week,Reviewer / Approver,,,,I did not take training,I did not take training,,,,,SOPs and Work Instructions,,,,Most of the time,,Yes,,Satisfied,,No noticeable difference,,Yes,,Information Technology (IT),,Foster City,,Manager / Group Leader,,Less than a year
11160902345,249459562,2019-11-20 12:54:31,2019-11-20 12:56:31,At least once a week,Consumer - Read Only,,,Read & Understood of Procedural Document(s),,Effective,,,,,,,,email,Most of the time,,No,,Slightly Unsatisfied,,Decreased,,No,,Research and Development (R&D),,Other (please specify),remote,Director,,1 to 2 years
11160759308,249459562,2019-11-20 12:06:13,2019-11-20 12:10:53,At least once a week,Reviewer / Approver,Instructor Led,Web/Computer Based,,,Very effective,,GNet,In-Application (GVault),"Reference Document (User Manual, Reference Guide, Training Material, etc)",SOPs and Work Instructions,Contacted my Document Control or Training Group,IT Support / SPARC,,All the time,,Yes,,Very Satisfied,,Increased,,Yes,,Information Technology (IT),,Other (please specify),Santa Monica,Manager / Group Leader,,1 to 2 years
11160689910,249459562,2019-11-20 11:38:25,2019-11-20 11:45:39,Daily,Reviewer / Approver,,Web/Computer Based,,,Effective,,GNet,In-Application (GVault),,,,IT Support / SPARC,,All the time,,No,"Being new to Gilead, I find it extremely difficult to locate the correct SOP, BED, or WRK related to the migration of these documents in which their old numbers might not be applicable.",Satisfied,,Increased,,,Not applicable for me.   Never worked in GDocs.   I am new to the organization.,Research and Development (R&D),,Seattle,,Individual Contributor,,Less than a year
11160662351,249459562,2019-11-20 11:30:31,2019-11-20 11:36:59,Daily,Reviewer / Approver,,Web/Computer Based,,,Effective,,GNet,In-Application (GVault),"Reference Document (User Manual, Reference Guide, Training Material, etc)",,,,,Most of the time,,No,Search Option usually provides Numerous Results - search function often does Not improve and is difficult to use,Satisfied,,Increased,,Yes,,Research and Development (R&D),,Other (please specify),"Affiliate, Austria",Manager / Group Leader,,1 to 2 years
11160659725,249459562,2019-11-20 11:33:03,2019-11-20 11:34:52,At least once a month,Reviewer / Approver,,Web/Computer Based,Read & Understood of Procedural Document(s),,Effective,,,,"Reference Document (User Manual, Reference Guide, Training Material, etc)",,,,,Some of the time,,No,,Slightly Unsatisfied,,Decreased,,Yes,,Research and Development (R&D),,Foster City,,Director,,3-4 years
11160607159,249459562,2019-11-20 11:15:11,2019-11-20 11:17:16,At least once a month,Consumer - Read Only,,,Read & Understood of Procedural Document(s),,Effective,,,In-Application (GVault),,,,,,Some of the time,,No,,Satisfied,,Decreased,,Yes,,Research and Development (R&D),,Seattle,,Manager / Group Leader,,5-7 years
11160604721,249459562,2019-11-20 11:13:31,2019-11-20 11:16:35,Daily,Consumer - Read Only,Instructor Led,,,,Not effective enough,,,,"Reference Document (User Manual, Reference Guide, Training Material, etc)",,Contacted my Document Control or Training Group,,Asked colleagues,Most of the time,,No,,Satisfied,It's much better than GDocs!,Increased,,Yes,,Research and Development (R&D),,Seattle,,Manager / Group Leader,,>7 Years
11160588393,249459562,2019-11-20 11:07:09,2019-11-20 11:10:56,At least once a week,Consumer - Read Only,,Web/Computer Based,,,Not effective enough,,,In-Application (GVault),"Reference Document (User Manual, Reference Guide, Training Material, etc)",,,,,Some of the time,I mostly need to search for SOPs and WRKs that are now housed there.  It is impossible to find anything unless you know the number of the doc you are looking for.,No,see above.,Very Unsatisfied,,Decreased,,No,,Research and Development (R&D),,Foster City,,Individual Contributor,,>7 Years
11160564941,249459562,2019-11-20 11:00:54,2019-11-20 11:03:11,At least once a month,Owner / Author,Instructor Led,Web/Computer Based,Read & Understood of Procedural Document(s),,Very effective,,,,"Reference Document (User Manual, Reference Guide, Training Material, etc)",SOPs and Work Instructions,Contacted my Document Control or Training Group,,,Most of the time,,Yes,,Satisfied,,Increased,,Yes,,Information Technology (IT),,Foster City,,Individual Contributor,,1 to 2 years
11160551813,249459562,2019-11-20 10:56:15,2019-11-20 10:59:14,Less than once a month,Not Sure,,Web/Computer Based,,,I did not take training,I'm not using the system so N/A for me.,,,,,,,NA. I never used support.,Never,NA to me.,No,Not relevant.,Satisfied,Not Relevant.,,Not Relevant.,,Not Relevant.,Information Technology (IT),,Foster City,,Other (please specify),Contractor.,Less than a year
11160551810,249459562,2019-11-20 10:53:44,2019-11-20 10:58:51,At least once a week,Owner / Author,Instructor Led,,,,Effective,,,,,,,,I have not needed support,All the time,,Yes,,Very Satisfied,,Increased,,Yes,,Research and Development (R&D),,Foster City,,Manager / Group Leader,,5-7 years
11160550321,249459562,2019-11-20 10:52:59,2019-11-20 10:58:11,Daily,Reviewer / Approver,,Web/Computer Based,Read & Understood of Procedural Document(s),,Effective,,,,"Reference Document (User Manual, Reference Guide, Training Material, etc)",SOPs and Work Instructions,Contacted my Document Control or Training Group,,,Most of the time,,Yes,,Very Satisfied,,Increased,,Yes,,Information Technology (IT),,Foster City,,Manager / Group Leader,,>7 Years
11160541115,249459562,2019-11-20 10:53:42,2019-11-20 10:55:20,At least once a week,Reviewer / Approver,Instructor Led,Web/Computer Based,,,Effective,,,,,SOPs and Work Instructions,,,,Most of the time,,Yes,,Satisfied,,Increased,,Yes,,Pharmaceutical Development and Manufacturing (PDM),,Foster City,,Other (please specify),Associate,Less than a year
11160500603,249459562,2019-11-20 10:38:15,2019-11-20 10:42:04,At least once a week,Owner / Author,Instructor Led,Web/Computer Based,,,Very effective,,,,"Reference Document (User Manual, Reference Guide, Training Material, etc)",,,,,Most of the time,,Yes,,Very Satisfied,,Increased,,Yes,Gvault has better performance and it quickly download the documents,Research and Development (R&D),,Foster City,,Other (please specify),Platfrom Administrator GxP System,3-4 years
11160492767,249459562,2019-11-20 10:36:33,2019-11-20 10:38:35,At least once a week,Consumer - Read Only,,Web/Computer Based,,,Effective,,GNet,,"Reference Document (User Manual, Reference Guide, Training Material, etc)",,,,,All the time,,Yes,,Satisfied,,No noticeable difference,,Yes,,Research and Development (R&D),,Foster City,,Director,,3-4 years
11160488251,249459562,2019-11-20 10:34:57,2019-11-20 10:37:48,At least once a month,Consumer - Read Only,,,,I did not take training,Effective,,GNet,In-Application (GVault),,SOPs and Work Instructions,,,,Some of the time,,Yes,,Satisfied,,Increased,,No,,Research and Development (R&D),,Foster City,,Other (please specify),programmer,5-7 years
11160485589,249459562,2019-11-20 10:33:04,2019-11-20 10:36:15,Less than once a month,Consumer - Read Only,,Web/Computer Based,Read & Understood of Procedural Document(s),,Effective,,GNet,,"Reference Document (User Manual, Reference Guide, Training Material, etc)",,Contacted my Document Control or Training Group,,,Most of the time,,Yes,"Since I only use GVault rarely, the most useful tip for me was how to find a document using the legacy document number.",Satisfied,,Increased,It is easier to search for documents when all you are trying to do is quickly read through an SOP.,Yes,,Information Technology (IT),,Foster City,,Manager / Group Leader,,3-4 years
11160481162,249459562,2019-11-20 10:31:09,2019-11-20 10:35:14,Daily,Reviewer / Approver,Instructor Led,,,,Effective,,,,,,,IT Support / SPARC,,Most of the time,,No,When searching for documents the results are often too broad and the relevance is limited to what I am looking for.  If possible a functionality by SOPs applying to a specific functional group might be helpful.,Slightly Unsatisfied,The system is clunky and you can a lot of time can be lost looking for documents.,No noticeable difference,,No,,Research and Development (R&D),,Foster City,,Executive Leadership,,3-4 years
11160474431,249459562,2019-11-20 10:28:30,2019-11-20 10:32:48,Daily,Consumer - Read Only,Instructor Led,,,,Effective,,,,"Reference Document (User Manual, Reference Guide, Training Material, etc)",,,,,Most of the time,,Yes,,Satisfied,,Increased,,Yes,,Research and Development (R&D),,Foster City,,Director,,5-7 years
11160443650,249459562,2019-11-20 10:08:41,2019-11-20 10:22:44,At least once a week,Reviewer / Approver,Instructor Led,,,,Very effective,,,,,,Contacted my Document Control or Training Group,,,Most of the time,,Yes,,Very Satisfied,This solution is light-years better than GDocs.,Increased,As end users get more experience with GVault the amount of assistance required will go down. I hope the GVault team is not discouraged. The roll-out of this solutions was the best experiences I have had in my career as it relates to production deployments.,Yes,Where do I even begin to list all of the improved features and functionality. Thanks GVault team!,Commercial,,Foster City,,Individual Contributor,,1 to 2 years
11160437057,249459562,2019-11-20 10:19:09,2019-11-20 10:20:45,Less than once a month,Consumer - Read Only,,,Read & Understood of Procedural Document(s),,Effective,,GNet,,,,,,,All the time,,Yes,,Satisfied,,Increased,,Yes,,Information Technology (IT),,Other (please specify),Australia,Other (please specify),Contractor,Less than a year
11160431209,249459562,2019-11-20 10:16:13,2019-11-20 10:18:33,At least once a week,Consumer - Read Only,Instructor Led,Web/Computer Based,Read & Understood of Procedural Document(s),,Effective,Would recommend more training on searching documents.,,In-Application (GVault),,,,,,Most of the time,,No,Need more training on searching.,Satisfied,,Increased,,Yes,,Information Technology (IT),,Foster City,,Individual Contributor,,1 to 2 years
11160425493,249459562,2019-11-20 10:15:09,2019-11-20 10:17:02,Daily,Owner / Author,Instructor Led,Web/Computer Based,Read & Understood of Procedural Document(s),,Effective,,GNet,In-Application (GVault),"Reference Document (User Manual, Reference Guide, Training Material, etc)",SOPs and Work Instructions,Contacted my Document Control or Training Group,,,Most of the time,,Yes,,Satisfied,,Increased,,Yes,,Information Technology (IT),,Foster City,,Other (please specify),Contractor,1 to 2 years
11160422467,249459562,2019-11-20 10:13:56,2019-11-20 10:15:30,At least once a week,Consumer - Read Only,,Web/Computer Based,Read & Understood of Procedural Document(s),,Not effective enough,,,,,,Contacted my Document Control or Training Group,,,Some of the time,,No,,Slightly Unsatisfied,,Decreased,,No,,Research and Development (R&D),,Seattle,,Individual Contributor,,3-4 years
11160422383,249459562,2019-11-20 10:07:12,2019-11-20 10:16:22,Daily,Consumer - Read Only,Instructor Led,Web/Computer Based,Read & Understood of Procedural Document(s),,Not effective enough,Some documents are excessively long and distracting from the ESSENTIAL learning. They are written in the style of legal documents [or more for the purpose of CYA] than teaching/educating.,GNet,In-Application (GVault),,SOPs and Work Instructions,,,Expert help,Most of the time,,No,Document names have more than one identifying control numbers. What you click on doesn't result into exact same number in returning the document.,Slightly Unsatisfied,,,I'm new here. didn't use GDocs.,,NA,Information Technology (IT),,Foster City,,Manager / Group Leader,,Less than a year
11160421237,249459562,2019-11-20 10:11:38,2019-11-20 10:15:14,At least once a week,Reviewer / Approver,,Web/Computer Based,,,Effective,,,In-Application (GVault),"Reference Document (User Manual, Reference Guide, Training Material, etc)",SOPs and Work Instructions,,,,Some of the time,,No,The search functionality is horrible. Even when searching for specific WRK or BED documents by number and/or name the tool will not recognize the number or key word imput which makes it very difficult to find specific documents.,Slightly Unsatisfied,see response to search functionality question,Increased,,Yes,,Other (please specify),Biometrics,Seattle,,Individual Contributor,,1 to 2 years
11160421191,249459562,2019-11-20 10:13:05,2019-11-20 10:15:54,Daily,Reviewer / Approver,,Web/Computer Based,,,Very effective,,GNet,,,,,,,All the time,,Yes,,Satisfied,,Increased,,Yes,,Information Technology (IT),,Foster City,,Other (please specify),Contractor,>7 Years
11160419322,249459562,2019-11-20 10:11:13,2019-11-20 10:14:55,Less than once a month,Reviewer / Approver,,,Read & Understood of Procedural Document(s),,Effective,,,,,SOPs and Work Instructions,,,,Most of the time,,Yes,,Satisfied,,Increased,,No,,Research and Development (R&D),,Foster City,,Manager / Group Leader,,3-4 years
11160416044,249459562,2019-11-20 10:11:56,2019-11-20 10:13:21,Daily,Consumer - Read Only,,Web/Computer Based,Read & Understood of Procedural Document(s),,Not effective enough,,,,,,,,,All the time,,No,,Slightly Unsatisfied,,Decreased,,No,,Research and Development (R&D),,Foster City,,Director,,3-4 years
11160405969,249459562,2019-11-20 10:05:42,2019-11-20 10:11:49,Daily,Consumer - Read Only,,Web/Computer Based,Read & Understood of Procedural Document(s),,Effective,No comments,GNet,,"Reference Document (User Manual, Reference Guide, Training Material, etc)",SOPs and Work Instructions,,,Search capability in GVault.  For legacy is there a way to just make it available if you have just an older SOP numbering. That you have to type legacy?,All the time,No comments.,Yes,Search capability in GVault.  For legacy is there a way to just make it available if you have just an older SOP numbering. That you have to type legacy?,Satisfied,,Increased,,Yes,"Yes, but for SOPs that have been retired - would be nice if there is a watermark on doc that indicates the document(s) are retired would be helpful when viewing.",Other (please specify),Foster City Regulatory Operations,Foster City,,Other (please specify),Sr Reg Ops Assoc,>7 Years
11160401578,249459562,2019-11-20 10:06:42,2019-11-20 10:09:03,Daily,Reviewer / Approver,Instructor Led,Web/Computer Based,Read & Understood of Procedural Document(s),,Very effective,,,,,,Contacted my Document Control or Training Group,,,Some of the time,,Yes,,Satisfied,,Increased,,Yes,,Pharmaceutical Development and Manufacturing (PDM),,Other (please specify),Mexico,Manager / Group Leader,,3-4 years
11160399763,249459562,2019-11-20 10:05:29,2019-11-20 10:08:12,Less than once a month,Consumer - Read Only,Instructor Led,Web/Computer Based,Read & Understood of Procedural Document(s),,Very effective,,,In-Application (GVault),,,,,,All the time,,Yes,,Satisfied,,Decreased,Sometimes I have a difficult time logging in and I never had that issue with GDocs,No,,Research and Development (R&D),,Other (please specify),Remote worker,Manager / Group Leader,,1 to 2 years
11160391999,249459562,2019-11-20 09:59:51,2019-11-20 10:05:47,At least once a week,Consumer - Read Only,Instructor Led,Web/Computer Based,,,Effective,,GNet,,"Reference Document (User Manual, Reference Guide, Training Material, etc)",,,,,Most of the time,,Yes,,Satisfied,,Increased,,Yes,,Research and Development (R&D),,Other (please specify),Turkey,Manager / Group Leader,,5-7 years
11160390281,249459562,2019-11-20 10:02:28,2019-11-20 10:06:17,Daily,Not Sure,,Web/Computer Based,Read & Understood of Procedural Document(s),,Effective,,,In-Application (GVault),"Reference Document (User Manual, Reference Guide, Training Material, etc)",,,,,All the time,,Yes,,Very Satisfied,,Increased,,Yes,,Other (please specify),PVE,Other (please specify),Remote,Individual Contributor,,5-7 years
11160383693,249459562,2019-11-20 09:59:01,2019-11-20 10:02:55,Less than once a month,Not Sure,,,,I did not take training,I did not take training,,GNet,,,,,,,Most of the time,,No,,Satisfied,,No noticeable difference,,Yes,,Research and Development (R&D),,Foster City,,Individual Contributor,,5-7 years
11160381916,249459562,2019-11-20 09:53:22,2019-11-20 10:02:07,At least once a week,Owner / Author,Instructor Led,Web/Computer Based,,,Effective,,,,,,,,,Most of the time,,Yes,,Satisfied,,Increased,,Yes,,Information Technology (IT),,Foster City,,Individual Contributor,,1 to 2 years
11160375366,249459562,2019-11-20 09:58:37,2019-11-20 10:00:09,At least once a month,Consumer - Read Only,Instructor Led,,Read & Understood of Procedural Document(s),,Very effective,,GNet,,"Reference Document (User Manual, Reference Guide, Training Material, etc)",SOPs and Work Instructions,,,,All the time,,Yes,,Very Satisfied,,Increased,,Yes,,Other (please specify),Regulatory Assistant,Cambridge,,Other (please specify),Assistant,1 to 2 years
11160368814,249459562,2019-11-20 09:55:26,2019-11-20 09:57:44,At least once a week,Owner / Author,Instructor Led,Web/Computer Based,Read & Understood of Procedural Document(s),,Effective,"The training was good, but I usually need to find a tip sheet or similar to complete tasks I only do a few times a year - this seems reasonable to me.",GNet,,,,,,,Most of the time,,Yes,,Very Satisfied,,Increased,,Yes,,Information Technology (IT),,Foster City,,Manager / Group Leader,,5-7 years
11160368023,249459562,2019-11-20 09:54:26,2019-11-20 09:57:41,Daily,Reviewer / Approver,,Web/Computer Based,Read & Understood of Procedural Document(s),,Effective,,GNet,,"Reference Document (User Manual, Reference Guide, Training Material, etc)",,Contacted my Document Control or Training Group,,,All the time,,Yes,,Satisfied,,Increased,,Yes,,Information Technology (IT),,Foster City,,Manager / Group Leader,,3-4 years
11160365292,249459562,2019-11-20 09:52:54,2019-11-20 09:57:41,Less than once a month,Consumer - Read Only,,,,I did not take training,I did not take training,,,,,,,,Just figured out.,All the time,,Yes,"Never searched, just followed links.",Satisfied,"I am a new hire contractor and used GVault during my mandatory compliance training. The training gave me links to GVault content, and the links worked, so I am satisfied. I do not expect to use again outside any compliance training requirements.",,Never used GDocs.,,N/A,Other (please specify),Change Management contractor working on IT projects.,Foster City,,Individual Contributor,,Less than a year
11160361585,249459562,2019-11-20 09:53:03,2019-11-20 09:55:39,Daily,Owner / Author,Instructor Led,Web/Computer Based,Read & Understood of Procedural Document(s),,Effective,,GNet,,,SOPs and Work Instructions,Contacted my Document Control or Training Group,,,Most of the time,,Yes,,Very Satisfied,,Increased,,Yes,,Information Technology (IT),,Foster City,,Individual Contributor,,1 to 2 years
11160286481,249459562,2019-11-20 09:27:02,2019-11-20 09:32:00,Daily,Owner / Author,Instructor Led,Web/Computer Based,Read & Understood of Procedural Document(s),,Very effective,The instructors were concise on the delivery of the content and had good engagement with the trainees to practice document workflows.,,In-Application (GVault),"Reference Document (User Manual, Reference Guide, Training Material, etc)",SOPs and Work Instructions,Contacted my Document Control or Training Group,,,Most of the time,It's almost all the time (probably random one-offs but no selection for that),Yes,,Very Satisfied,"After experience with the interface and navigation, GVault is working well for its intended purpose",Increased,"Access to past revisions, superseded, and obsolete documents without request from QA is good built in capability.  Document routing by author also speeds up the process.",Yes,I find that GVault does offer a better interface and metadata access/view.  I would like better reporting options.,Facilities and Operations,,Foster City,,Manager / Group Leader,,3-4 years
