Measure,Measure_type,Ethnicity,Ethnicity_type,Time,Time_Type,Region,Age,Age_Type,Sex,Value,Confidence_interval,Numerator,Denominator,Sample_size
Employed,Percentage of individuals employed,White British,Detailed,2005,year,London,All,16-64,All,73.7,1.4,2020000,2741100,10113
Employed,Percentage of individuals employed,White British,Detailed,2005,year,North East,All,16-64,All,69.4,1.1,1080000,1555100,18428
Employed,Percentage of individuals employed,White British,Detailed,2005,year,North West,All,16-64,All,71.8,0.8,2879800,4011200,33287
Employed,Percentage of individuals employed,White British,Detailed,2005,year,Scotland,All,16-64,All,73.8,0.8,2175800,2948000,30693
Employed,Percentage of individuals employed,White British,Detailed,2005,year,South East,All,16-64,All,78,0.7,3557200,4558600,36759
Employed,Percentage of individuals employed,White British,Detailed,2005,year,South West,All,16-64,All,75.9,0.8,2239100,2949100,26425
Employed,Percentage of individuals employed,White British,Detailed,2005,year,Wales,All,16-64,All,69.6,0.9,1236800,1776600,24824
Employed,Percentage of individuals employed,White British,Detailed,2005,year,West Midlands,All,16-64,All,74.1,0.9,2161700,2917500,22735
Employed,Percentage of individuals employed,White British,Detailed,2005,year,Yorkshire and The Humber,All,16-64,All,73.9,1,2179800,2950700,18538
Employed,Percentage of individuals employed,White British,Detailed,2005,year,All,All,16-64,Men,80.1,0.3,12711900,15866200,127805
Employed,Percentage of individuals employed,White British,Detailed,2005,year,East Midlands,All,16-64,Men,80.7,1.2,995800,1233900,10362
Employed,Percentage of individuals employed,White British,Detailed,2005,year,East of England,All,16-64,Men,83.9,1.1,1296700,1546200,11695
Employed,Percentage of individuals employed,White British,Detailed,2005,year,London,All,16-64,Men,79.7,1.8,1114100,1397700,4899
Employed,Percentage of individuals employed,White British,Detailed,2005,year,North East,All,16-64,Men,74.2,1.5,566400,763500,8721
Employed,Percentage of individuals employed,White British,Detailed,2005,year,North West,All,16-64,Men,76.8,1,1519300,1979200,15817
Employed,Percentage of individuals employed,White British,Detailed,2005,year,Scotland,All,16-64,Men,78.5,1.1,1130000,1439100,14410
Employed,Percentage of individuals employed,White British,Detailed,2005,year,South East,All,16-64,Men,84.1,0.8,1902200,2261000,17824
Employed,Percentage of individuals employed,White British,Detailed,2005,year,South West,All,16-64,Men,82.3,1.1,1198700,1456300,12531
Employed,Percentage of individuals employed,White British,Detailed,2005,year,Wales,All,16-64,Men,74.6,1.2,656000,879300,11723
Employed,Percentage of individuals employed,White British,Detailed,2005,year,West Midlands,All,16-64,Men,80.5,1.2,1169500,1452200,10972
Employed,Percentage of individuals employed,White British,Detailed,2005,year,Yorkshire and The Humber,All,16-64,Men,79.8,1.3,1163200,1457900,8851
Employed,Percentage of individuals employed,White British,Detailed,2005,year,All,All,16-64,Women,68.6,0.4,11075300,16141400,139449
Employed,Percentage of individuals employed,White British,Detailed,2005,year,East Midlands,All,16-64,Women,69.3,1.4,868700,1252900,11057
Employed,Percentage of individuals employed,White British,Detailed,2005,year,East of England,All,16-64,Women,69.9,1.3,1095900,1566800,12338
Employed,Percentage of individuals employed,White British,Detailed,2005,year,London,All,16-64,Women,67.4,2,905800,1343400,5214
Employed,Percentage of individuals employed,White British,Detailed,2005,year,North East,All,16-64,Women,64.9,1.5,513600,791600,9707
Employed,Percentage of individuals employed,White British,Detailed,2005,year,North West,All,16-64,Women,67,1.1,1360500,2031900,17470
Employed,Percentage of individuals employed,White British,Detailed,2005,year,Scotland,All,16-64,Women,69.3,1.1,1045800,1508900,16283
Employed,Percentage of individuals employed,White British,Detailed,2005,year,South East,All,16-64,Women,72,1,1655000,2297600,18935
Employed,Percentage of individuals employed,White British,Detailed,2005,year,South West,All,16-64,Women,69.7,1.2,1040400,1492800,13894
Employed,Percentage of individuals employed,White British,Detailed,2005,year,Wales,All,16-64,Women,64.7,1.3,580800,897400,13101
Employed,Percentage of individuals employed,White British,Detailed,2005,year,West Midlands,All,16-64,Women,67.7,1.3,992200,1465300,11763
Employed,Percentage of individuals employed,White British,Detailed,2005,year,Yorkshire and The Humber,All,16-64,Women,68.1,1.5,1016600,1492900,9687
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,All,16-24,16-64,All,62,3.5,185900,299600,1795
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,East Midlands,16-24,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,East of England,16-24,16-64,All,70.4,10.3,16300,23200,190
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,London,16-24,16-64,All,59.9,9,53700,89600,283
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,North East,16-24,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,North West,16-24,16-64,All,62.6,14.2,10100,16200,111
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,Scotland,16-24,16-64,All,58.2,7.5,31600,54400,420
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,South East,16-24,16-64,All,72.5,7.9,32900,45400,308
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,South West,16-24,16-64,All,69.3,11.7,14100,20300,149
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,Wales,16-24,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,West Midlands,16-24,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,Yorkshire and The Humber,16-24,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,All,16-24,16-64,Men,61.7,5.1,89400,145000,886
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,East Midlands,16-24,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,East of England,16-24,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,London,16-24,16-64,Men,57.9,13.7,21900,37800,124
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,North East,16-24,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,North West,16-24,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,Scotland,16-24,16-64,Men,56.5,10.4,15500,27500,217
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,South East,16-24,16-64,Men,67.1,11.7,15200,22700,154
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,South West,16-24,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,Wales,16-24,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,West Midlands,16-24,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,Yorkshire and The Humber,16-24,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,All,16-24,16-64,Women,62.4,5,96500,154600,909
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,East Midlands,16-24,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,East of England,16-24,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,London,16-24,16-64,Women,61.3,12,31800,51800,159
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,North East,16-24,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,North West,16-24,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,Scotland,16-24,16-64,Women,59.9,10.7,16100,26900,203
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,South East,16-24,16-64,Women,77.9,10.3,17700,22700,154
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,South West,16-24,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,Wales,16-24,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,West Midlands,16-24,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,Yorkshire and The Humber,16-24,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,All,25-49,16-64,All,78.4,1.5,928400,1184900,7731
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,East Midlands,25-49,16-64,All,77.1,7.3,28600,37100,314
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,East of England,25-49,16-64,All,83.8,3.9,85900,102500,849
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,London,25-49,16-64,All,76.4,3.3,360200,471700,1631
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,North East,25-49,16-64,All,71.7,11.7,9200,12800,142
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,North West,25-49,16-64,All,80.2,6.4,39800,49700,376
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,Scotland,25-49,16-64,All,75.4,3.4,119300,158100,1522
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,South East,25-49,16-64,All,82.6,3,155500,188300,1549
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,South West,25-49,16-64,All,81.9,4.9,54400,66500,593
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,Wales,25-49,16-64,All,82.7,6.9,17400,21100,287
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,West Midlands,25-49,16-64,All,75,8.6,26800,35700,245
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,Yorkshire and The Humber,25-49,16-64,All,75.3,8.9,31300,41600,223
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,All,25-49,16-64,Men,85.6,1.8,507200,592400,3661
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,East Midlands,25-49,16-64,Men,84.8,8.7,17300,20400,164
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,East of England,25-49,16-64,Men,92.6,4,46200,49900,403
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,London,25-49,16-64,Men,84.5,4,202500,239800,771
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,North East,25-49,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,North West,25-49,16-64,Men,85.7,7.8,22400,26100,191
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,Scotland,25-49,16-64,Men,78.9,4.8,59400,75300,700
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,South East,25-49,16-64,Men,91.9,3.1,84700,92200,732
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,South West,25-49,16-64,Men,88.2,6,29100,33000,278
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,Wales,25-49,16-64,Men,84.2,9.7,8600,10200,135
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,West Midlands,25-49,16-64,Men,79.9,11.3,15000,18700,120
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,Yorkshire and The Humber,25-49,16-64,Men,83.2,11.3,17200,20700,105
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,All,25-49,16-64,Women,71.1,2.2,421200,592500,4070
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,East Midlands,25-49,16-64,Women,67.8,11.8,11300,16700,150
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,East of England,25-49,16-64,Women,75.5,6.3,39700,52600,446
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,London,25-49,16-64,Women,68,4.9,157700,231900,860
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,North East,25-49,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,North West,25-49,16-64,Women,74.1,10,17500,23600,185
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,Scotland,25-49,16-64,Women,72.3,4.8,59800,82800,822
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,South East,25-49,16-64,Women,73.6,4.8,70800,96200,817
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,South West,25-49,16-64,Women,75.7,7.5,25300,33500,315
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,Wales,25-49,16-64,Women,81.2,9.8,8800,10900,152
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,West Midlands,25-49,16-64,Women,69.6,12.7,11800,17000,125
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,Yorkshire and The Humber,25-49,16-64,Women,67.6,13.3,14100,20900,118
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,All,50-64,16-64,All,64.4,2.4,278500,432300,3770
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,East Midlands,50-64,16-64,All,64.7,11.3,11400,17700,172
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,East of England,50-64,16-64,All,66,6.7,33700,51000,474
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,London,50-64,16-64,All,66,7,69800,105800,436
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,North East,50-64,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,North West,50-64,16-64,All,55.2,11,12500,22600,195
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,Scotland,50-64,16-64,All,60.8,5.2,40100,65900,830
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,South East,50-64,16-64,All,66.5,5.4,54200,81600,741
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,South West,50-64,16-64,All,64.4,7,26300,40900,448
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,Wales,50-64,16-64,All,65.8,10,8700,13300,215
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,West Midlands,50-64,16-64,All,63,12.6,11400,18100,141
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,Yorkshire and The Humber,50-64,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,All,50-64,16-64,Men,72.3,3.3,145100,200700,1732
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,East Midlands,50-64,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,East of England,50-64,16-64,Men,71.3,9.4,16800,23600,222
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,London,50-64,16-64,Men,73.2,9.8,35700,48700,195
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,North East,50-64,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,North West,50-64,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,Scotland,50-64,16-64,Men,72.4,7.1,22400,31000,385
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,South East,50-64,16-64,Men,75.1,7.4,27300,36400,327
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,South West,50-64,16-64,Men,70.2,9.8,13900,19800,211
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,Wales,50-64,16-64,Men,77.7,12.6,5100,6600,105
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,West Midlands,50-64,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,Yorkshire and The Humber,50-64,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,All,50-64,16-64,Women,57.6,3.4,133400,231600,2038
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,East Midlands,50-64,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,East of England,50-64,16-64,Women,61.5,9.5,16900,27400,252
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,London,50-64,16-64,Women,59.8,9.8,34100,57100,241
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,North East,50-64,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,North West,50-64,16-64,Women,50.8,15,6100,12000,106
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,Scotland,50-64,16-64,Women,50.4,7.3,17600,34900,445
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,South East,50-64,16-64,Women,59.5,7.5,26900,45300,414
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,South West,50-64,16-64,Women,59,9.9,12400,21100,237
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,Wales,50-64,16-64,Women,54.1,14.7,3600,6700,110
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,West Midlands,50-64,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,Yorkshire and The Humber,50-64,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,All,All,16-64,All,72.7,1.2,1392800,1916800,13296
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,East Midlands,All,16-64,All,71,5.9,47600,67100,573
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,East of England,All,16-64,All,76.9,3.4,135900,176700,1513
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,London,All,16-64,All,72.5,2.9,483700,667200,2350
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,North East,All,16-64,All,64.6,10,12900,20000,219
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,North West,All,16-64,All,70.6,5.4,62400,88500,682
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,Scotland,All,16-64,All,68.6,2.7,191000,278400,2772
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,South East,All,16-64,All,77,2.6,242700,315300,2598
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,South West,All,16-64,All,74.3,3.9,94800,127700,1190
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,Wales,All,16-64,All,72.3,5.7,30900,42700,596
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,West Midlands,All,16-64,All,68.2,6.8,45000,66000,450
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,Yorkshire and The Humber,All,16-64,All,68.2,7.7,45900,67300,353
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,All,All,16-64,Men,79.1,1.6,741700,938000,6279
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,East Midlands,All,16-64,Men,79.6,7.4,27500,34600,286
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,East of England,All,16-64,Men,84.1,4.2,71500,85000,722
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,London,All,16-64,Men,79.7,3.8,260100,326300,1090
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,North East,All,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,North West,All,16-64,Men,77.6,7.1,34500,44500,333
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,Scotland,All,16-64,Men,72.8,3.8,97400,133800,1302
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,South East,All,16-64,Men,84.2,3.2,127300,151200,1213
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,South West,All,16-64,Men,80.2,5.2,51300,63900,566
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,Wales,All,16-64,Men,75,7.9,15900,21200,289
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,West Midlands,All,16-64,Men,73.8,9.4,24600,33300,211
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,Yorkshire and The Humber,All,16-64,Men,71.6,10.8,24600,34400,168
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,All,All,16-64,Women,66.5,1.7,651100,978800,7017
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,East Midlands,All,16-64,Women,61.8,8.9,20100,32600,287
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,East of England,All,16-64,Women,70.2,5,64400,91700,791
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,London,All,16-64,Women,65.6,4.1,223600,340900,1260
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,North East,All,16-64,Women,58.3,13.9,5900,10000,120
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,North West,All,16-64,Women,63.5,8,27900,44000,349
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,Scotland,All,16-64,Women,64.7,3.9,93600,144600,1470
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,South East,All,16-64,Women,70.3,3.8,115400,164100,1385
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,South West,All,16-64,Women,68.3,5.8,43600,63700,624
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,Wales,All,16-64,Women,69.7,8.1,15000,21600,307
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,West Midlands,All,16-64,Women,62.4,9.7,20400,32700,239
Employed,Percentage of individuals employed,White Other,Detailed,2005,year,Yorkshire and The Humber,All,16-64,Women,64.6,10.9,21200,32900,185
Employed,Percentage of individuals employed,All,All,2006,year,All,16-24,16-64,All,57.9,0.5,3937800,6799500,33854
Employed,Percentage of individuals employed,All,All,2006,year,East Midlands,16-24,16-64,All,60.3,2.2,305900,507000,1828
Employed,Percentage of individuals employed,All,All,2006,year,East of England,16-24,16-64,All,62.4,2.1,365900,586100,2100
Employed,Percentage of individuals employed,All,All,2006,year,London,16-24,16-64,All,47.4,1.8,439400,927700,2943
Employed,Percentage of individuals employed,All,All,2006,year,North East,16-24,16-64,All,57,2,175000,307000,2326
Employed,Percentage of individuals employed,All,All,2006,year,North West,16-24,16-64,All,56.8,1.5,471300,830200,4395
Employed,Percentage of individuals employed,All,All,2006,year,Scotland,16-24,16-64,All,63.1,1.4,374100,592500,4748
Employed,Percentage of individuals employed,All,All,2006,year,South East,16-24,16-64,All,62.8,1.5,559300,890600,3844
Employed,Percentage of individuals employed,All,All,2006,year,South West,16-24,16-64,All,63,2,344900,547600,2270
Employed,Percentage of individuals employed,All,All,2006,year,Wales,16-24,16-64,All,55.5,1.5,193500,348600,3966
Employed,Percentage of individuals employed,All,All,2006,year,West Midlands,16-24,16-64,All,53.9,1.9,340400,632000,2655
Employed,Percentage of individuals employed,All,All,2006,year,Yorkshire and The Humber,16-24,16-64,All,58.4,1.8,368100,630100,2779
Employed,Percentage of individuals employed,All,All,2006,year,All,16-24,16-64,Men,59.3,0.7,2018000,3404000,16720
Employed,Percentage of individuals employed,All,All,2006,year,East Midlands,16-24,16-64,Men,62.1,3.2,158600,255300,895
Employed,Percentage of individuals employed,All,All,2006,year,East of England,16-24,16-64,Men,63,2.9,185300,294300,1030
Employed,Percentage of individuals employed,All,All,2006,year,London,16-24,16-64,Men,48.6,2.6,222600,458100,1416
Employed,Percentage of individuals employed,All,All,2006,year,North East,16-24,16-64,Men,59.4,2.9,91600,154100,1121
Employed,Percentage of individuals employed,All,All,2006,year,North West,16-24,16-64,Men,57.3,2.1,237300,414300,2168
Employed,Percentage of individuals employed,All,All,2006,year,Scotland,16-24,16-64,Men,63.5,2,187500,295100,2339
Employed,Percentage of individuals employed,All,All,2006,year,South East,16-24,16-64,Men,64.4,2.1,287200,445700,1952
Employed,Percentage of individuals employed,All,All,2006,year,South West,16-24,16-64,Men,62.9,2.8,174000,276800,1136
Employed,Percentage of individuals employed,All,All,2006,year,Wales,16-24,16-64,Men,57.4,2.2,101200,176300,2004
Employed,Percentage of individuals employed,All,All,2006,year,West Midlands,16-24,16-64,Men,56.2,2.7,179300,318900,1304
Employed,Percentage of individuals employed,All,All,2006,year,Yorkshire and The Humber,16-24,16-64,Men,61.4,2.6,193400,315000,1355
Employed,Percentage of individuals employed,All,All,2006,year,All,16-24,16-64,Women,56.5,0.7,1919900,3395600,17134
Employed,Percentage of individuals employed,All,All,2006,year,East Midlands,16-24,16-64,Women,58.5,3.2,147300,251600,933
Employed,Percentage of individuals employed,All,All,2006,year,East of England,16-24,16-64,Women,61.9,2.9,180600,291700,1070
Employed,Percentage of individuals employed,All,All,2006,year,London,16-24,16-64,Women,46.2,2.5,216800,469600,1527
Employed,Percentage of individuals employed,All,All,2006,year,North East,16-24,16-64,Women,54.6,2.8,83400,152900,1205
Employed,Percentage of individuals employed,All,All,2006,year,North West,16-24,16-64,Women,56.3,2.1,234000,415900,2227
Employed,Percentage of individuals employed,All,All,2006,year,Scotland,16-24,16-64,Women,62.7,1.9,186600,297400,2409
Employed,Percentage of individuals employed,All,All,2006,year,South East,16-24,16-64,Women,61.2,2.2,272100,445000,1892
Employed,Percentage of individuals employed,All,All,2006,year,South West,16-24,16-64,Women,63.1,2.8,170900,270900,1134
Employed,Percentage of individuals employed,All,All,2006,year,Wales,16-24,16-64,Women,53.6,2.2,92300,172300,1962
Employed,Percentage of individuals employed,All,All,2006,year,West Midlands,16-24,16-64,Women,51.4,2.7,161100,313100,1351
Employed,Percentage of individuals employed,All,All,2006,year,Yorkshire and The Humber,16-24,16-64,Women,55.4,2.6,174700,315100,1424
Employed,Percentage of individuals employed,All,All,2006,year,All,25-49,16-64,All,81.2,0.2,16814100,20709400,115188
Employed,Percentage of individuals employed,All,All,2006,year,East Midlands,25-49,16-64,All,83.9,0.9,1249500,1489700,6158
Employed,Percentage of individuals employed,All,All,2006,year,East of England,25-49,16-64,All,83,0.8,1603200,1932400,7642
Employed,Percentage of individuals employed,All,All,2006,year,London,25-49,16-64,All,75.2,0.8,2407700,3201400,11150
Employed,Percentage of individuals employed,All,All,2006,year,North East,25-49,16-64,All,79.3,0.9,680400,857500,7286
Employed,Percentage of individuals employed,All,All,2006,year,North West,25-49,16-64,All,80.6,0.7,1897100,2354200,13890
Employed,Percentage of individuals employed,All,All,2006,year,Scotland,25-49,16-64,All,82.6,0.6,1475600,1786800,17184
Employed,Percentage of individuals employed,All,All,2006,year,South East,25-49,16-64,All,84.4,0.6,2422800,2870800,13916
Employed,Percentage of individuals employed,All,All,2006,year,South West,25-49,16-64,All,85.2,0.8,1419700,1667000,8098
Employed,Percentage of individuals employed,All,All,2006,year,Wales,25-49,16-64,All,80.3,0.7,777100,967600,12185
Employed,Percentage of individuals employed,All,All,2006,year,West Midlands,25-49,16-64,All,80,0.8,1466300,1833500,8549
Employed,Percentage of individuals employed,All,All,2006,year,Yorkshire and The Humber,25-49,16-64,All,80.9,0.8,1414700,1748600,9130
Employed,Percentage of individuals employed,All,All,2006,year,All,25-49,16-64,Men,88.3,0.3,9039300,10242700,53859
Employed,Percentage of individuals employed,All,All,2006,year,East Midlands,25-49,16-64,Men,90.3,1.1,666300,738200,2914
Employed,Percentage of individuals employed,All,All,2006,year,East of England,25-49,16-64,Men,91.6,0.9,877900,958200,3645
Employed,Percentage of individuals employed,All,All,2006,year,London,25-49,16-64,Men,84.4,1,1352800,1603000,5197
Employed,Percentage of individuals employed,All,All,2006,year,North East,25-49,16-64,Men,84.5,1.2,354300,419200,3335
Employed,Percentage of individuals employed,All,All,2006,year,North West,25-49,16-64,Men,86.3,0.8,1003300,1162000,6478
Employed,Percentage of individuals employed,All,All,2006,year,Scotland,25-49,16-64,Men,87.3,0.7,756000,865800,7917
Employed,Percentage of individuals employed,All,All,2006,year,South East,25-49,16-64,Men,92,0.7,1304600,1418700,6603
Employed,Percentage of individuals employed,All,All,2006,year,South West,25-49,16-64,Men,91.6,0.9,754600,824200,3756
Employed,Percentage of individuals employed,All,All,2006,year,Wales,25-49,16-64,Men,86.8,0.9,412000,474700,5681
Employed,Percentage of individuals employed,All,All,2006,year,West Midlands,25-49,16-64,Men,87.7,1,799600,911500,4022
Employed,Percentage of individuals employed,All,All,2006,year,Yorkshire and The Humber,25-49,16-64,Men,87.4,1,757900,867300,4311
Employed,Percentage of individuals employed,All,All,2006,year,All,25-49,16-64,Women,74.3,0.3,7774800,10466700,61329
Employed,Percentage of individuals employed,All,All,2006,year,East Midlands,25-49,16-64,Women,77.6,1.4,583200,751500,3244
Employed,Percentage of individuals employed,All,All,2006,year,East of England,25-49,16-64,Women,74.5,1.4,725300,974200,3997
Employed,Percentage of individuals employed,All,All,2006,year,London,25-49,16-64,Women,66,1.2,1055000,1598400,5953
