Respondent ID,Collector ID,Start Date,End Date,freq_use,role,training_instructor_led,training_web_based,training_read,no_training,training_effectiveness,explain_training_effectiveness,support_Gnet,support_inapplication,support_ref_doc,support_SOP,support_contacted,support_IT,explain_support,complete_without_help,explain_complete_without_help,easy_access_documents,explain_easy_access_documents,satisfaction,explain_satisfaction,Gvault_efficiency,explain_Gvault_efficiency,Gvault_improved,explain_Gvault_improved,functional_area,explain_functional_area,office_location,explain_office_location,job_level,explain_job_level,time_worked_Glead
11161806052,249459562,2019-11-20 20:09:48,2019-11-20 20:12:11,1,Reviewer / Approver,0,0,1,0,2,,1,0,0,0,0,0,,3,,1,,3,,1,,1,,Pharmaceutical Development and Manufacturing (PDM),0,Foster City,,Executive Leadership,,>7 Years
11161792898,249459562,2019-11-20 19:59:15,2019-11-20 20:03:27,1,Reviewer / Approver,1,1,1,0,3,,1,0,1,1,0,0,,2,,0,Search functionality is not as robust as I might have hoped.,2,,1,"For all its minor quibbles, GVault provides an infinitely greater user experience than GDocs could ever even dream of.",1,See answer to 9.,Pharmaceutical Development and Manufacturing (PDM),0,Foster City,,Manager / Group Leader,,5-7 years
11161756807,249459562,2019-11-20 19:33:17,2019-11-20 19:40:05,3,Consumer - Read Only,0,0,1,0,3,,1,0,0,0,0,0,,2,,1,,2,,1,,1,,Information Technology (IT),0,Other (please specify),MB,Other (please specify),IT Support,3-4 years
11161684505,249459562,2019-11-20 18:52:40,2019-11-20 18:55:16,4,Consumer - Read Only,0,0,1,0,2,,1,0,0,0,0,0,,2,,1,,2,,99,,1,,Research and Development (R&D),0,Other (please specify),Tokyo,Manager / Group Leader,,Less than a year
11161637033,249459562,2019-11-20 18:20:06,2019-11-20 18:27:15,4,Consumer - Read Only,0,0,1,0,2,,0,0,0,0,1,0,,1,"As a PM, it would be great if I am able to view the review/approval status, which I don't have the access.  I have to rely on my QA Lead or VAL lead to check the approval status for me, which is not effective.",1,,2,,1,,0,,Information Technology (IT),0,Foster City,,Individual Contributor,,5-7 years
11161632217,249459562,2019-11-20 18:20:45,2019-11-20 18:24:48,2,Reviewer / Approver,0,1,1,0,2,,0,0,0,0,1,0,,2,,1,,2,,1,,1,,Pharmaceutical Development and Manufacturing (PDM),0,Oceanside,,Director,,3-4 years
11161625327,249459562,2019-11-20 18:14:41,2019-11-20 18:20:42,1,Reviewer / Approver,0,1,1,0,2,,0,0,1,1,1,0,,2,,0,More training on how to locate documents would be helpful.  I need assistance on how to focus my search criteria so that 500+ records get pulled.,2,,99,,1,The improved feature is that most of the documents can be found in one location.,Pharmaceutical Development and Manufacturing (PDM),0,Foster City,,Individual Contributor,,5-7 years
11161623254,249459562,2019-11-20 17:46:21,2019-11-20 18:19:23,4,Owner / Author,0,1,0,0,2,,1,1,1,0,0,0,,1,,1,,3,,1,,1,,Pharmaceutical Development and Manufacturing (PDM),0,Oceanside,,Manager / Group Leader,,5-7 years
11161599741,249459562,2019-11-20 18:03:00,2019-11-20 18:06:15,2,Reviewer / Approver,1,1,1,0,2,,0,0,0,1,1,1,,2,,0,I can only find documents if I already know the document number I'm looking for. General searches require too much meta data and return too many irrelevant hits.,1,,99,,0,they are both similarly difficult to navigate.,Pharmaceutical Development and Manufacturing (PDM),0,Foster City,,Director,,3-4 years
11161576859,249459562,2019-11-20 17:50:15,2019-11-20 17:53:48,4,Consumer - Read Only,0,1,0,0,2,,0,0,1,0,0,1,,1,,0,Difficult to search for a category of documents if you do not know the exact designation/title of your document.,1,,99,,1,,Information Technology (IT),0,Other (please specify),Asia HQ,Other (please specify),Contractor,Less than a year
11161566590,249459562,2019-11-20 17:38:55,2019-11-20 17:47:52,1,Reviewer / Approver,1,1,1,0,2,,0,0,1,1,0,0,asking other users,1,,0,"key word searches sometimes results in 200+, with additional filters, search result still cannot locate what is being searched for,  then have to restart search all over again using different filters",2,,99,,1,,Pharmaceutical Development and Manufacturing (PDM),0,Foster City,,Director,,>7 Years
11161555551,249459562,2019-11-20 17:38:33,2019-11-20 17:42:05,1,Reviewer / Approver,1,1,1,0,1,People learned by doing. Many mistakes identified on back end when reviewing documents.,0,0,0,1,1,0,,2,,1,,2,,1,Web login is a great feature. Have to have multiple environments active to remain efficient.,1,,Commercial,0,San Dimas/La Verne,,Manager / Group Leader,,>7 Years
11161531827,249459562,2019-11-20 17:28:06,2019-11-20 17:30:30,1,Document Control Group Member,1,0,1,0,3,,1,1,1,1,0,1,,3,,1,,3,,1,,1,,Pharmaceutical Development and Manufacturing (PDM),0,Foster City,,Manager / Group Leader,,>7 Years
11161520838,249459562,2019-11-20 17:22:20,2019-11-20 17:24:55,2,Consumer - Read Only,0,0,1,0,2,,1,0,0,1,0,0,,2,,1,,2,,0,,0,,Pharmaceutical Development and Manufacturing (PDM),0,Alberta,,Individual Contributor,,>7 Years
11161506044,249459562,2019-11-20 17:07:56,2019-11-20 17:17:11,1,Reviewer / Approver,0,1,1,0,2,,0,1,1,1,0,0,,2,,1,"yes, but needs a lot of filters applied",2,"Workflows were recently changed without additional training on the new workflows which led to some confusion. Version numbers on documents continues to be a source of confusion since day one as it's unclear when legacy document numbers/versions are to be used and when GVault references are to be used, especially across all Gilead sites as well as contract labs.    Satisfied because I didn't expect much more than what we have now.",99,I did not have the same role in GDocs and can not compare,1,searching is much faster in GVault.,Pharmaceutical Development and Manufacturing (PDM),0,Foster City,,Individual Contributor,,5-7 years
11161484792,249459562,2019-11-20 17:03:07,2019-11-20 17:05:20,3,Not Sure,1,1,1,0,2,,1,1,1,0,0,0,,2,,1,,2,,,,0,,0,0,0,,0,,0
11161482895,249459562,2019-11-20 16:58:08,2019-11-20 17:05:50,1,Owner / Author,0,0,1,0,2,,0,0,0,1,1,0,,2,,1,,2,,99,,1,,Other (please specify),QC Analytical Instruments Validation,San Dimas/La Verne,,Individual Contributor,,>7 Years
11161481590,249459562,2019-11-20 16:56:48,2019-11-20 17:04:23,1,Reviewer / Approver,1,1,1,0,2,,0,0,0,1,1,0,,2,,0,"mostly ok, but sometimes difficult to find documents without knowing legacy doc number or exact title. e.g. ""method validation work instruction"" doesn't give WRK-03559 as a hit",2,,99,,1,"features, yes = can see draft docs, less dependant on doc steward, but search functionality is less effective",Pharmaceutical Development and Manufacturing (PDM),0,Alberta,,Manager / Group Leader,,>7 Years
11161481526,249459562,2019-11-20 17:01:43,2019-11-20 17:04:09,1,Owner / Author,1,0,1,0,1,,0,0,0,0,0,1,,2,"Most of the time I revise a document, I need help.",0,,2,,99,,1,There's a periodic review capabilities,Pharmaceutical Development and Manufacturing (PDM),0,San Dimas/La Verne,,Manager / Group Leader,,>7 Years
11161479297,249459562,2019-11-20 17:00:13,2019-11-20 17:02:59,2,Reviewer / Approver,1,1,1,0,2,,0,0,0,1,1,1,,2,,1,,2,,1,,1,,Pharmaceutical Development and Manufacturing (PDM),0,Foster City,,Manager / Group Leader,,5-7 years
11161474255,249459562,2019-11-20 16:55:56,2019-11-20 17:00:16,1,Reviewer / Approver,1,1,1,0,1,"The system is difficult to navigate and there aren't enough controls in place or training (ILC/Read & Understand) to guide users through the system.  Accessing forms is difficult and it isn't always clear whether a form is Word fillable or not.  It isn't apparent when a document is in Prereleased/In Revision states, making it easy for users to access the non-effective versions of documents/forms.",1,1,1,1,1,0,,1,,0,It isn't easy to determine if a document is in Prereleased/In Revision states.  The grey bar indicating the steady state version is a color that blends into the background and not obvious enough to catch the user's eye.,1,,0,,0,,Pharmaceutical Development and Manufacturing (PDM),0,Oceanside,,Individual Contributor,,3-4 years
11161469846,249459562,2019-11-20 16:55:33,2019-11-20 16:58:10,1,Reviewer / Approver,1,1,1,0,1,"After go live has been fine, but ahead of go live was lengthy and useless.",0,0,0,0,0,0,colleauges,2,,1,,1,,0,Capability higher but at a cost,0,Not being able to migrate document numbers is very poor;  use of track changes can be complete or incomplete.,Pharmaceutical Development and Manufacturing (PDM),0,San Dimas/La Verne,,Other (please specify),decline to state,>7 Years
11161469105,249459562,2019-11-20 16:55:54,2019-11-20 16:57:41,1,Owner / Author,1,1,1,0,2,,0,0,0,1,0,1,,2,,1,,2,,1,,1,,Other (please specify),Validation,Oceanside,,Individual Contributor,,1 to 2 years
11161469034,249459562,2019-11-20 16:55:19,2019-11-20 16:58:02,1,Owner / Author,0,1,0,0,2,,0,0,0,0,1,0,,2,,1,,2,,1,,1,,Pharmaceutical Development and Manufacturing (PDM),0,Foster City,,Manager / Group Leader,,>7 Years
11161465052,249459562,2019-11-20 16:53:50,2019-11-20 16:55:19,1,Consumer - Read Only,1,1,1,0,2,,0,0,0,0,1,0,,2,,1,,2,,99,,0,"I'm sure the functionality exists, but I don't know how to use it.",Pharmaceutical Development and Manufacturing (PDM),0,San Dimas/La Verne,,Manager / Group Leader,,1 to 2 years
11161461620,249459562,2019-11-20 13:31:44,2019-11-20 16:53:39,4,Consumer - Read Only,0,0,0,1,1,,0,1,0,0,0,0,,2,,1,,2,,99,,1,,Information Technology (IT),0,Foster City,,Individual Contributor,,Less than a year
11161398167,249459562,2019-11-20 16:17:18,2019-11-20 16:19:19,2,Consumer - Read Only,0,1,1,0,2,,1,0,0,1,0,0,,2,,1,,2,,1,,1,,Research and Development (R&D),0,Foster City,,Manager / Group Leader,,>7 Years
11161370389,249459562,2019-11-20 16:02:09,2019-11-20 16:06:00,2,Reviewer / Approver,0,1,1,0,2,,1,1,1,0,0,0,,2,,1,,2,,1,,1,,Research and Development (R&D),0,Other (please specify),Japan,Manager / Group Leader,,1 to 2 years
11161277713,249459562,2019-11-20 15:14:25,2019-11-20 15:19:57,1,Document Steward for a functional area,1,1,1,0,2,,0,0,1,1,1,0,,3,,1,,2,,1,,1,,Pharmaceutical Development and Manufacturing (PDM),0,Foster City,,Individual Contributor,,>7 Years
11161237622,249459562,2019-11-20 14:58:15,2019-11-20 15:00:57,1,Consumer - Read Only,0,1,1,0,2,,0,1,0,0,0,0,,3,,1,,2,,,never used gdocs,0,never used gdocs,Information Technology (IT),0,Foster City,,Individual Contributor,,Less than a year
11161227818,249459562,2019-11-20 14:54:03,2019-11-20 14:56:38,1,Reviewer / Approver,1,1,1,0,2,,1,1,0,1,1,0,,3,,1,,3,,1,,1,,Pharmaceutical Development and Manufacturing (PDM),0,Foster City,,Individual Contributor,,3-4 years
11161210958,249459562,2019-11-20 14:44:08,2019-11-20 14:49:05,1,Owner / Author,1,1,1,0,2,,1,0,1,1,1,0,,2,,0,I am often unable to find the documents I want based on the GVault search system (have tried by both typing in relevant words and filtering).,1,"Searching for documents in GVault still leaves a lot to be desired. Additionally, I wish there is a way to cancel a routed workflow without contacting the doc steward (for example, if an incorrect approver was assigned, as far as I know, we aren't able to cancel the workflow to correct that mistake ourselves).",,,0,,Pharmaceutical Development and Manufacturing (PDM),0,Foster City,,Individual Contributor,,Less than a year
11161096908,249459562,2019-11-20 13:53:56,2019-11-20 14:05:36,2,Owner / Author,1,1,1,0,3,"The training attended in Cambridge, 1 was very effective. However I had to complete a module via 1 and it was very disappointing. It was not interactive, lost me by the time I reached first few slides. Later just ended up being tick box exercise.",0,0,0,0,1,0,I request support and help from QDTA team whenever needed. The support provided is excellent.,2,,1,"Using legacy number field helps a lot, however it is not always easy to find all the documents. Especially the documents that have been superseded. 'Superseded by' meta data is not always available.",2,Ability to add documents to cart and download them in one click is really useful feature to me.   Also binders are very useful tool.   Ability to search on metadata is very powerful.,1,Ability to add documents to cart and download them in one click is really useful feature to me.   Also binders are very useful tool.   Ability to search on metadata is very powerful and much better than GDocs,1,See comment in section 9  + Ability to notify if changes occur to a document is a unique functionality and very useful one.,Research and Development (R&D),0,Cambridge,,Individual Contributor,,1 to 2 years
11160976065,249459562,2019-11-20 13:19:39,2019-11-20 13:21:02,2,Reviewer / Approver,1,1,0,0,2,,0,0,0,0,1,0,,2,,1,,2,,99,,0,,Pharmaceutical Development and Manufacturing (PDM),0,Oceanside,,Director,,5-7 years
11160967845,249459562,2019-11-20 13:14:15,2019-11-20 13:18:08,2,Consumer - Read Only,1,1,1,0,2,Its effective however I personally find it unclear at times.,0,0,0,0,1,1,,0,Submitting a document was impossible due to my account not letting me download the source content,0,Yes and no. It can be either easy or impossible. No real middle ground here.,2,Decent system.,99,,1,Never used Gdocs,Information Technology (IT),0,San Dimas/La Verne,,Individual Contributor,,Less than a year
11160933337,249459562,2019-11-20 12:58:36,2019-11-20 13:06:39,2,Reviewer / Approver,0,0,0,1,1,,0,0,0,1,0,0,,2,,1,,2,,99,,1,,Information Technology (IT),0,Foster City,,Manager / Group Leader,,Less than a year
11160902345,249459562,2019-11-20 12:54:31,2019-11-20 12:56:31,2,Consumer - Read Only,0,0,1,0,2,,0,0,0,0,0,0,email,2,,0,,1,,0,,0,,Research and Development (R&D),0,Other (please specify),remote,Director,,1 to 2 years
11160759308,249459562,2019-11-20 12:06:13,2019-11-20 12:10:53,2,Reviewer / Approver,1,1,0,0,3,,1,1,1,1,1,1,,3,,1,,3,,1,,1,,Information Technology (IT),0,Other (please specify),Santa Monica,Manager / Group Leader,,1 to 2 years
11160689910,249459562,2019-11-20 11:38:25,2019-11-20 11:45:39,1,Reviewer / Approver,0,1,0,0,2,,1,1,0,0,0,1,,3,,0,"Being new to Gilead, I find it extremely difficult to locate the correct SOP, BED, or WRK related to the migration of these documents in which their old numbers might not be applicable.",2,,1,,0,Not applicable for me.   Never worked in GDocs.   I am new to the organization.,Research and Development (R&D),0,Seattle,,Individual Contributor,,Less than a year
11160662351,249459562,2019-11-20 11:30:31,2019-11-20 11:36:59,1,Reviewer / Approver,0,1,0,0,2,,1,1,1,0,0,0,,2,,0,Search Option usually provides Numerous Results - search function often does Not improve and is difficult to use,2,,1,,1,,Research and Development (R&D),0,Other (please specify),"Affiliate, Austria",Manager / Group Leader,,1 to 2 years
11160659725,249459562,2019-11-20 11:33:03,2019-11-20 11:34:52,3,Reviewer / Approver,0,1,1,0,2,,0,0,1,0,0,0,,1,,0,,1,,0,,1,,Research and Development (R&D),0,Foster City,,Director,,3-4 years
11160607159,249459562,2019-11-20 11:15:11,2019-11-20 11:17:16,3,Consumer - Read Only,0,0,1,0,2,,0,1,0,0,0,0,,1,,0,,2,,0,,1,,Research and Development (R&D),0,Seattle,,Manager / Group Leader,,5-7 years
11160604721,249459562,2019-11-20 11:13:31,2019-11-20 11:16:35,1,Consumer - Read Only,1,0,0,0,1,,0,0,1,0,1,0,Asked colleagues,2,,0,,2,It's much better than GDocs!,1,,1,,Research and Development (R&D),0,Seattle,,Manager / Group Leader,,>7 Years
11160588393,249459562,2019-11-20 11:07:09,2019-11-20 11:10:56,2,Consumer - Read Only,0,1,0,0,1,,0,1,1,0,0,0,,1,I mostly need to search for SOPs and WRKs that are now housed there.  It is impossible to find anything unless you know the number of the doc you are looking for.,0,see above.,0,,0,,0,,Research and Development (R&D),0,Foster City,,Individual Contributor,,>7 Years
11160564941,249459562,2019-11-20 11:00:54,2019-11-20 11:03:11,3,Owner / Author,1,1,1,0,3,,0,0,1,1,1,0,,2,,1,,2,,1,,1,,Information Technology (IT),0,Foster City,,Individual Contributor,,1 to 2 years
11160551813,249459562,2019-11-20 10:56:15,2019-11-20 10:59:14,4,Not Sure,0,1,0,0,1,I'm not using the system so N/A for me.,0,0,0,0,0,0,NA. I never used support.,0,NA to me.,0,Not relevant.,2,Not Relevant.,,Not Relevant.,0,Not Relevant.,Information Technology (IT),0,Foster City,,Other (please specify),Contractor.,Less than a year
11160551810,249459562,2019-11-20 10:53:44,2019-11-20 10:58:51,2,Owner / Author,1,0,0,0,2,,0,0,0,0,0,0,I have not needed support,3,,1,,3,,1,,1,,Research and Development (R&D),0,Foster City,,Manager / Group Leader,,5-7 years
11160550321,249459562,2019-11-20 10:52:59,2019-11-20 10:58:11,1,Reviewer / Approver,0,1,1,0,2,,0,0,1,1,1,0,,2,,1,,3,,1,,1,,Information Technology (IT),0,Foster City,,Manager / Group Leader,,>7 Years
11160541115,249459562,2019-11-20 10:53:42,2019-11-20 10:55:20,2,Reviewer / Approver,1,1,0,0,2,,0,0,0,1,0,0,,2,,1,,2,,1,,1,,Pharmaceutical Development and Manufacturing (PDM),0,Foster City,,Other (please specify),Associate,Less than a year
11160500603,249459562,2019-11-20 10:38:15,2019-11-20 10:42:04,2,Owner / Author,1,1,0,0,3,,0,0,1,0,0,0,,2,,1,,3,,1,,1,Gvault has better performance and it quickly download the documents,Research and Development (R&D),0,Foster City,,Other (please specify),Platfrom Administrator GxP System,3-4 years
11160492767,249459562,2019-11-20 10:36:33,2019-11-20 10:38:35,2,Consumer - Read Only,0,1,0,0,2,,1,0,1,0,0,0,,3,,1,,2,,99,,1,,Research and Development (R&D),0,Foster City,,Director,,3-4 years
11160488251,249459562,2019-11-20 10:34:57,2019-11-20 10:37:48,3,Consumer - Read Only,0,0,0,1,2,,1,1,0,1,0,0,,1,,1,,2,,1,,0,,Research and Development (R&D),0,Foster City,,Other (please specify),programmer,5-7 years
11160485589,249459562,2019-11-20 10:33:04,2019-11-20 10:36:15,4,Consumer - Read Only,0,1,1,0,2,,1,0,1,0,1,0,,2,,1,"Since I only use GVault rarely, the most useful tip for me was how to find a document using the legacy document number.",2,,1,It is easier to search for documents when all you are trying to do is quickly read through an SOP.,1,,Information Technology (IT),0,Foster City,,Manager / Group Leader,,3-4 years
11160481162,249459562,2019-11-20 10:31:09,2019-11-20 10:35:14,1,Reviewer / Approver,1,0,0,0,2,,0,0,0,0,0,1,,2,,0,When searching for documents the results are often too broad and the relevance is limited to what I am looking for.  If possible a functionality by SOPs applying to a specific functional group might be helpful.,1,The system is clunky and you can a lot of time can be lost looking for documents.,99,,0,,Research and Development (R&D),0,Foster City,,Executive Leadership,,3-4 years
11160474431,249459562,2019-11-20 10:28:30,2019-11-20 10:32:48,1,Consumer - Read Only,1,0,0,0,2,,0,0,1,0,0,0,,2,,1,,2,,1,,1,,Research and Development (R&D),0,Foster City,,Director,,5-7 years
11160443650,249459562,2019-11-20 10:08:41,2019-11-20 10:22:44,2,Reviewer / Approver,1,0,0,0,3,,0,0,0,0,1,0,,2,,1,,3,This solution is light-years better than GDocs.,1,As end users get more experience with GVault the amount of assistance required will go down. I hope the GVault team is not discouraged. The roll-out of this solutions was the best experiences I have had in my career as it relates to production deployments.,1,Where do I even begin to list all of the improved features and functionality. Thanks GVault team!,Commercial,0,Foster City,,Individual Contributor,,1 to 2 years
11160437057,249459562,2019-11-20 10:19:09,2019-11-20 10:20:45,4,Consumer - Read Only,0,0,1,0,2,,1,0,0,0,0,0,,3,,1,,2,,1,,1,,Information Technology (IT),0,Other (please specify),Australia,Other (please specify),Contractor,Less than a year
11160431209,249459562,2019-11-20 10:16:13,2019-11-20 10:18:33,2,Consumer - Read Only,1,1,1,0,2,Would recommend more training on searching documents.,0,1,0,0,0,0,,2,,0,Need more training on searching.,2,,1,,1,,Information Technology (IT),0,Foster City,,Individual Contributor,,1 to 2 years
11160425493,249459562,2019-11-20 10:15:09,2019-11-20 10:17:02,1,Owner / Author,1,1,1,0,2,,1,1,1,1,1,0,,2,,1,,2,,1,,1,,Information Technology (IT),0,Foster City,,Other (please specify),Contractor,1 to 2 years
11160422467,249459562,2019-11-20 10:13:56,2019-11-20 10:15:30,2,Consumer - Read Only,0,1,1,0,1,,0,0,0,0,1,0,,1,,0,,1,,0,,0,,Research and Development (R&D),0,Seattle,,Individual Contributor,,3-4 years
11160422383,249459562,2019-11-20 10:07:12,2019-11-20 10:16:22,1,Consumer - Read Only,1,1,1,0,1,Some documents are excessively long and distracting from the ESSENTIAL learning. They are written in the style of legal documents [or more for the purpose of CYA] than teaching/educating.,1,1,0,1,0,0,Expert help,2,,0,Document names have more than one identifying control numbers. What you click on doesn't result into exact same number in returning the document.,1,,,I'm new here. didn't use GDocs.,0,NA,Information Technology (IT),0,Foster City,,Manager / Group Leader,,Less than a year
11160421237,249459562,2019-11-20 10:11:38,2019-11-20 10:15:14,2,Reviewer / Approver,0,1,0,0,2,,0,1,1,1,0,0,,1,,0,The search functionality is horrible. Even when searching for specific WRK or BED documents by number and/or name the tool will not recognize the number or key word imput which makes it very difficult to find specific documents.,1,see response to search functionality question,1,,1,,Other (please specify),Biometrics,Seattle,,Individual Contributor,,1 to 2 years
11160421191,249459562,2019-11-20 10:13:05,2019-11-20 10:15:54,1,Reviewer / Approver,0,1,0,0,3,,1,0,0,0,0,0,,3,,1,,2,,1,,1,,Information Technology (IT),0,Foster City,,Other (please specify),Contractor,>7 Years
11160419322,249459562,2019-11-20 10:11:13,2019-11-20 10:14:55,4,Reviewer / Approver,0,0,1,0,2,,0,0,0,1,0,0,,2,,1,,2,,1,,0,,Research and Development (R&D),0,Foster City,,Manager / Group Leader,,3-4 years
11160416044,249459562,2019-11-20 10:11:56,2019-11-20 10:13:21,1,Consumer - Read Only,0,1,1,0,1,,0,0,0,0,0,0,,3,,0,,1,,0,,0,,Research and Development (R&D),0,Foster City,,Director,,3-4 years
11160405969,249459562,2019-11-20 10:05:42,2019-11-20 10:11:49,1,Consumer - Read Only,0,1,1,0,2,No comments,1,0,1,1,0,0,Search capability in GVault.  For legacy is there a way to just make it available if you have just an older SOP numbering. That you have to type legacy?,3,No comments.,1,Search capability in GVault.  For legacy is there a way to just make it available if you have just an older SOP numbering. That you have to type legacy?,2,,1,,1,"Yes, but for SOPs that have been retired - would be nice if there is a watermark on doc that indicates the document(s) are retired would be helpful when viewing.",Other (please specify),Foster City Regulatory Operations,Foster City,,Other (please specify),Sr Reg Ops Assoc,>7 Years
11160401578,249459562,2019-11-20 10:06:42,2019-11-20 10:09:03,1,Reviewer / Approver,1,1,1,0,3,,0,0,0,0,1,0,,1,,1,,2,,1,,1,,Pharmaceutical Development and Manufacturing (PDM),0,Other (please specify),Mexico,Manager / Group Leader,,3-4 years
11160399763,249459562,2019-11-20 10:05:29,2019-11-20 10:08:12,4,Consumer - Read Only,1,1,1,0,3,,0,1,0,0,0,0,,3,,1,,2,,0,Sometimes I have a difficult time logging in and I never had that issue with GDocs,0,,Research and Development (R&D),0,Other (please specify),Remote worker,Manager / Group Leader,,1 to 2 years
11160391999,249459562,2019-11-20 09:59:51,2019-11-20 10:05:47,2,Consumer - Read Only,1,1,0,0,2,,1,0,1,0,0,0,,2,,1,,2,,1,,1,,Research and Development (R&D),0,Other (please specify),Turkey,Manager / Group Leader,,5-7 years
11160390281,249459562,2019-11-20 10:02:28,2019-11-20 10:06:17,1,Not Sure,0,1,1,0,2,,0,1,1,0,0,0,,3,,1,,3,,1,,1,,Other (please specify),PVE,Other (please specify),Remote,Individual Contributor,,5-7 years
11160383693,249459562,2019-11-20 09:59:01,2019-11-20 10:02:55,4,Not Sure,0,0,0,1,1,,1,0,0,0,0,0,,2,,0,,2,,99,,1,,Research and Development (R&D),0,Foster City,,Individual Contributor,,5-7 years
11160381916,249459562,2019-11-20 09:53:22,2019-11-20 10:02:07,2,Owner / Author,1,1,0,0,2,,0,0,0,0,0,0,,2,,1,,2,,1,,1,,Information Technology (IT),0,Foster City,,Individual Contributor,,1 to 2 years
11160375366,249459562,2019-11-20 09:58:37,2019-11-20 10:00:09,3,Consumer - Read Only,1,0,1,0,3,,1,0,1,1,0,0,,3,,1,,3,,1,,1,,Other (please specify),Regulatory Assistant,Cambridge,,Other (please specify),Assistant,1 to 2 years
11160368814,249459562,2019-11-20 09:55:26,2019-11-20 09:57:44,2,Owner / Author,1,1,1,0,2,"The training was good, but I usually need to find a tip sheet or similar to complete tasks I only do a few times a year - this seems reasonable to me.",1,0,0,0,0,0,,2,,1,,3,,1,,1,,Information Technology (IT),0,Foster City,,Manager / Group Leader,,5-7 years
11160368023,249459562,2019-11-20 09:54:26,2019-11-20 09:57:41,1,Reviewer / Approver,0,1,1,0,2,,1,0,1,0,1,0,,3,,1,,2,,1,,1,,Information Technology (IT),0,Foster City,,Manager / Group Leader,,3-4 years
11160365292,249459562,2019-11-20 09:52:54,2019-11-20 09:57:41,4,Consumer - Read Only,0,0,0,1,1,,0,0,0,0,0,0,Just figured out.,3,,1,"Never searched, just followed links.",2,"I am a new hire contractor and used GVault during my mandatory compliance training. The training gave me links to GVault content, and the links worked, so I am satisfied. I do not expect to use again outside any compliance training requirements.",,Never used GDocs.,0,N/A,Other (please specify),Change Management contractor working on IT projects.,Foster City,,Individual Contributor,,Less than a year
11160361585,249459562,2019-11-20 09:53:03,2019-11-20 09:55:39,1,Owner / Author,1,1,1,0,2,,1,0,0,1,1,0,,2,,1,,3,,1,,1,,Information Technology (IT),0,Foster City,,Individual Contributor,,1 to 2 years
11160286481,249459562,2019-11-20 09:27:02,2019-11-20 09:32:00,1,Owner / Author,1,1,1,0,3,The instructors were concise on the delivery of the content and had good engagement with the trainees to practice document workflows.,0,1,1,1,1,0,,2,It's almost all the time (probably random one-offs but no selection for that),1,,3,"After experience with the interface and navigation, GVault is working well for its intended purpose",1,"Access to past revisions, superseded, and obsolete documents without request from QA is good built in capability.  Document routing by author also speeds up the process.",1,I find that GVault does offer a better interface and metadata access/view.  I would like better reporting options.,Facilities and Operations,0,Foster City,,Manager / Group Leader,,3-4 years
11160153826,249459562,2019-11-20 08:39:27,2019-11-20 08:52:47,1,Owner / Author,1,0,0,0,2,It is useful to see the system on-line step by step. A training environment may be more useful to use the system by try and learn by doing.,0,0,1,0,0,0,,1,,1,just write it on the search. The function to link the previous version of the PD to the new ones is useful or name search help me to find the PDs easily.,2,It is more user friendly compared to GDocs.,1,It is more user friendly compared to GDocs. I gain time with GVault. It is more effective.,1,absolutely yes. There is so much improvement including the way to update the PDs on GVault.,Research and Development (R&D),0,Other (please specify),Turkey,Manager / Group Leader,,3-4 years
11157605568,249459562,2019-11-19 12:34:46,2019-11-19 12:59:23,2,Consumer - Read Only,0,1,1,0,2,,1,1,0,1,0,0,,2,,1,,2,,1,,1,,Information Technology (IT),0,Other (please specify),"Washington, D.C.",Other (please specify),Site Support Engineer,Less than a year
11157154782,249459562,2019-11-19 10:38:47,2019-11-19 10:43:48,1,Reviewer / Approver,0,1,1,0,2,,0,0,0,0,1,0,,2,,1,but it can be better.  For example not need to go drop down menu when using legacy document #,2,,1,,1,,Pharmaceutical Development and Manufacturing (PDM),0,Foster City,,Manager / Group Leader,,3-4 years
11156834247,249459562,2019-11-19 09:04:59,2019-11-19 09:07:59,1,Document Control Group Member,1,1,1,0,2,,0,0,1,0,1,0,Google/Veeva Product Support Portal,2,,1,,2,,1,,1,,Pharmaceutical Development and Manufacturing (PDM),0,Foster City,,Individual Contributor,,Less than a year
11154582543,249459562,2019-11-18 15:44:03,2019-11-18 15:46:21,1,Owner / Author,1,0,1,0,1,,0,0,1,1,1,0,Job Aids,1,,1,,2,"Searching and sorting documents is much improved, but the revision process is more confusing and complicated.",1,,1,,Pharmaceutical Development and Manufacturing (PDM),0,San Dimas/La Verne,,Individual Contributor,,>7 Years
11154346049,249459562,2019-11-18 14:09:42,2019-11-18 14:11:48,2,Consumer - Read Only,0,0,1,0,2,,0,1,0,1,0,0,,3,,1,,2,,99,,1,,Pharmaceutical Development and Manufacturing (PDM),0,Foster City,,Individual Contributor,,1 to 2 years
11154085800,249459562,2019-11-18 12:45:12,2019-11-18 12:50:12,2,Reviewer / Approver,0,1,1,0,2,,1,0,1,0,1,0,,2,,1,,3,,1,,1,,Information Technology (IT),0,Foster City,,Individual Contributor,,5-7 years
11153908976,249459562,2019-11-18 11:45:07,2019-11-18 11:57:53,1,Owner / Author,1,0,0,0,3,,0,0,0,0,1,0,,2,,1,"Sometimes I search by PD number and nothing comes up, which is frustrating because I know it's in GVault.",2,"I think the filtering could be better, I still end up with way too many results, including document types that are not relevant, when I search for things.",1,,1,I like that everything can be put into one place in GVault as compared to GDocs.,Research and Development (R&D),0,Seattle,,Director,,>7 Years
